date,hour,type,1010A
20220211,12,PM2.5,16
20220211,13,PM2.5,18
20220211,14,PM2.5,13
20220211,15,PM2.5,12
20220211,16,PM2.5,10
20220211,17,PM2.5,10
20220211,18,PM2.5,12
20220211,19,PM2.5,47
20220211,20,PM2.5,60
20220211,21,PM2.5,71
20220211,22,PM2.5,87
20220211,23,PM2.5,59
20220212,0,PM2.5,46
20220212,1,PM2.5,36
20220212,2,PM2.5,33
20220212,3,PM2.5,34
20220212,4,PM2.5,33
20220212,5,PM2.5,29
20220212,6,PM2.5,25
20220212,7,PM2.5,24
20220212,8,PM2.5,21
20220212,9,PM2.5,20
20220212,10,PM2.5,21
20220212,11,PM2.5,24
20220212,12,PM2.5,28
20220212,13,PM2.5,29
20220212,14,PM2.5,30
20220212,15,PM2.5,31
20220212,16,PM2.5,32
20220212,17,PM2.5,35
20220212,18,PM2.5,37
20220212,19,PM2.5,37
20220212,20,PM2.5,39
20220212,21,PM2.5,43
20220212,22,PM2.5,46
20220212,23,PM2.5,49
20220213,0,PM2.5,50
20220213,1,PM2.5,52
20220213,2,PM2.5,54
20220213,3,PM2.5,52
20220213,4,PM2.5,53
20220213,5,PM2.5,57
20220213,6,PM2.5,62
20220213,7,PM2.5,65
20220213,8,PM2.5,67
20220213,9,PM2.5,64
20220213,10,PM2.5,65
20220213,11,PM2.5,59
20220213,12,PM2.5,54
20220213,13,PM2.5,56
20220213,14,PM2.5,56
20220213,15,PM2.5,50
20220213,16,PM2.5,38
20220213,17,PM2.5,42
20220213,18,PM2.5,39
20220213,19,PM2.5,41
20220213,20,PM2.5,39
20220213,21,PM2.5,36
20220213,22,PM2.5,34
20220213,23,PM2.5,34
20220214,0,PM2.5,35
20220214,1,PM2.5,19
20220214,2,PM2.5,11
20220214,3,PM2.5,10
20220214,4,PM2.5,10
20220214,5,PM2.5,8
20220214,6,PM2.5,8
20220214,7,PM2.5,8
20220214,8,PM2.5,9
20220214,9,PM2.5,9
20220214,10,PM2.5,9
20220214,11,PM2.5,9
20220214,12,PM2.5,10
20220214,13,PM2.5,10
20220214,14,PM2.5,9
20220214,15,PM2.5,9
20220214,16,PM2.5,9
20220214,17,PM2.5,9
20220214,18,PM2.5,11
20220214,19,PM2.5,13
20220214,20,PM2.5,14
20220214,21,PM2.5,13
20220214,22,PM2.5,9
20220214,23,PM2.5,8
20220215,0,PM2.5,8
20220215,1,PM2.5,9
20220215,2,PM2.5,10
20220215,3,PM2.5,10
20220215,4,PM2.5,11
20220215,5,PM2.5,11
20220215,6,PM2.5,10
20220215,7,PM2.5,10
20220215,8,PM2.5,10
20220215,9,PM2.5,11
20220215,10,PM2.5,12
20220215,11,PM2.5,13
20220215,12,PM2.5,14
20220215,13,PM2.5,15
20220215,14,PM2.5,14
20220215,15,PM2.5,14
20220215,16,PM2.5,15
20220215,17,PM2.5,15
20220215,18,PM2.5,14
20220215,19,PM2.5,14
20220215,20,PM2.5,16
20220215,21,PM2.5,20
20220215,22,PM2.5,16
20220215,23,PM2.5,9
20220216,0,PM2.5,6
20220216,1,PM2.5,6
20220216,2,PM2.5,13
20220216,3,PM2.5,12
20220216,4,PM2.5,12
20220216,5,PM2.5,12
20220216,6,PM2.5,12
20220216,7,PM2.5,11
20220216,8,PM2.5,13
20220216,9,PM2.5,13
20220216,10,PM2.5,12
20220216,11,PM2.5,13
20220216,12,PM2.5,13
20220216,13,PM2.5,11
20220216,14,PM2.5,10
20220216,15,PM2.5,9
20220216,16,PM2.5,10
20220216,17,PM2.5,10
20220216,18,PM2.5,10
20220216,19,PM2.5,12
20220216,20,PM2.5,15
20220216,21,PM2.5,16
20220216,22,PM2.5,14
20220216,23,PM2.5,12
20220217,0,PM2.5,10
20220217,1,PM2.5,12
20220217,2,PM2.5,15
20220217,3,PM2.5,14
20220217,4,PM2.5,14
20220217,5,PM2.5,11
20220217,6,PM2.5,11
20220217,7,PM2.5,15
20220217,8,PM2.5,16
20220217,9,PM2.5,15
20220217,10,PM2.5,19
20220217,11,PM2.5,27
20220217,12,PM2.5,28
20220217,13,PM2.5,29
20220217,14,PM2.5,35
20220217,15,PM2.5,40
20220217,16,PM2.5,38
20220217,17,PM2.5,30
20220217,18,PM2.5,27
20220217,19,PM2.5,24
20220217,20,PM2.5,26
20220217,21,PM2.5,33
20220217,22,PM2.5,30
20220217,23,PM2.5,31
20220218,0,PM2.5,32
20220218,1,PM2.5,32
20220218,2,PM2.5,32
20220218,3,PM2.5,32
20220218,4,PM2.5,33
20220218,5,PM2.5,36
20220218,6,PM2.5,42
20220218,7,PM2.5,51
20220218,8,PM2.5,49
20220218,9,PM2.5,51
20220218,10,PM2.5,53
20220218,11,PM2.5,63
20220218,12,PM2.5,65
20220218,13,PM2.5,42
20220218,14,PM2.5,17
20220218,15,PM2.5,6
20220218,16,PM2.5,6
20220218,17,PM2.5,6
20220218,18,PM2.5,7
20220218,19,PM2.5,8
20220218,20,PM2.5,9
20220218,21,PM2.5,8
20220218,22,PM2.5,9
20220218,23,PM2.5,8
20220219,0,PM2.5,8
20220219,1,PM2.5,8
20220219,2,PM2.5,8
20220219,3,PM2.5,8
20220219,4,PM2.5,7
20220219,5,PM2.5,7
20220219,7,PM2.5,7
20220219,8,PM2.5,8
20220219,9,PM2.5,8
20220219,10,PM2.5,9
20220219,11,PM2.5,10
20220219,12,PM2.5,11
20220219,13,PM2.5,12
20220219,14,PM2.5,11
20220219,15,PM2.5,9
20220219,16,PM2.5,8
20220219,17,PM2.5,8
20220219,18,PM2.5,8
20220219,19,PM2.5,10
20220219,20,PM2.5,12
20220219,21,PM2.5,8
20220219,22,PM2.5,9
20220219,23,PM2.5,8
20220220,0,PM2.5,8
20220220,1,PM2.5,8
20220220,2,PM2.5,8
20220220,3,PM2.5,8
20220220,4,PM2.5,8
20220220,5,PM2.5,7
20220220,6,PM2.5,8
20220220,7,PM2.5,9
20220220,8,PM2.5,8
20220220,9,PM2.5,9
20220220,10,PM2.5,11
20220220,11,PM2.5,10
20220220,12,PM2.5,8
20220220,13,PM2.5,9
20220220,14,PM2.5,10
20220220,15,PM2.5,10
20220220,16,PM2.5,8
20220220,17,PM2.5,8
20220220,18,PM2.5,7
20220220,19,PM2.5,6
20220220,20,PM2.5,7
20220220,21,PM2.5,7
20220220,23,PM2.5,8
20220221,0,PM2.5,7
20220221,1,PM2.5,7
20220221,2,PM2.5,6
20220221,3,PM2.5,6
20220221,4,PM2.5,6
20220221,5,PM2.5,6
20220221,6,PM2.5,7
20220221,7,PM2.5,8
20220221,8,PM2.5,9
20220221,9,PM2.5,10
20220221,10,PM2.5,9
20220221,11,PM2.5,7
20220221,12,PM2.5,6
20220221,13,PM2.5,6
20220221,14,PM2.5,6
20220221,15,PM2.5,7
20220221,16,PM2.5,5
20220221,17,PM2.5,5
20220221,18,PM2.5,7
20220221,20,PM2.5,9
20220221,21,PM2.5,9
20220221,22,PM2.5,9
20220221,23,PM2.5,9
20220222,0,PM2.5,9
20220222,1,PM2.5,9
20220222,2,PM2.5,9
20220222,3,PM2.5,10
20220222,4,PM2.5,9
20220222,5,PM2.5,10
20220222,6,PM2.5,11
20220222,7,PM2.5,11
20220222,9,PM2.5,12
20220222,10,PM2.5,12
20220222,11,PM2.5,11
20220222,12,PM2.5,12
20220222,13,PM2.5,11
20220222,14,PM2.5,10
20220222,15,PM2.5,9
20220222,16,PM2.5,10
20220222,17,PM2.5,9
20220222,18,PM2.5,8
20220222,19,PM2.5,7
20220222,20,PM2.5,7
20220222,21,PM2.5,8
20220222,22,PM2.5,8
20220222,23,PM2.5,8
20220223,0,PM2.5,9
20220223,1,PM2.5,9
20220223,2,PM2.5,9
20220223,3,PM2.5,11
20220223,4,PM2.5,17
20220223,5,PM2.5,16
20220223,6,PM2.5,15
20220223,7,PM2.5,15
20220223,8,PM2.5,15
20220223,9,PM2.5,17
20220223,10,PM2.5,15
20220223,11,PM2.5,15
20220223,12,PM2.5,9
20220223,13,PM2.5,8
20220223,14,PM2.5,5
20220223,15,PM2.5,6
20220223,16,PM2.5,7
20220223,17,PM2.5,10
20220223,18,PM2.5,15
20220223,19,PM2.5,19
20220223,20,PM2.5,25
20220223,21,PM2.5,26
20220223,22,PM2.5,19
20220223,23,PM2.5,16
20220224,0,PM2.5,13
20220224,1,PM2.5,10
20220224,2,PM2.5,9
20220224,3,PM2.5,8
20220224,4,PM2.5,11
20220224,5,PM2.5,14
20220224,6,PM2.5,15
20220224,7,PM2.5,19
20220224,8,PM2.5,22
20220224,9,PM2.5,24
20220224,10,PM2.5,29
20220224,11,PM2.5,28
20220224,12,PM2.5,25
20220224,13,PM2.5,26
20220224,14,PM2.5,25
20220224,15,PM2.5,21
20220224,16,PM2.5,22
20220224,17,PM2.5,24
20220224,18,PM2.5,23
20220224,19,PM2.5,27
20220224,20,PM2.5,34
20220224,21,PM2.5,31
20220224,22,PM2.5,29
20220224,23,PM2.5,29
20220225,0,PM2.5,29
20220225,1,PM2.5,29
20220225,2,PM2.5,30
20220225,3,PM2.5,31
20220225,4,PM2.5,33
20220225,5,PM2.5,33
20220225,6,PM2.5,34
20220225,7,PM2.5,35
20220225,8,PM2.5,40
20220225,9,PM2.5,49
20220225,10,PM2.5,44
20220225,11,PM2.5,52
20220225,12,PM2.5,52
20220225,13,PM2.5,57
20220225,14,PM2.5,50
20220225,15,PM2.5,44
20220225,16,PM2.5,43
20220225,17,PM2.5,50
20220225,18,PM2.5,69
20220225,19,PM2.5,75
20220225,20,PM2.5,84
20220225,21,PM2.5,80
20220225,22,PM2.5,71
20220225,23,PM2.5,75
20220226,0,PM2.5,35
20220226,1,PM2.5,8
20220226,2,PM2.5,7
20220226,3,PM2.5,6
20220226,4,PM2.5,4
20220226,5,PM2.5,3
20220226,6,PM2.5,4
20220226,7,PM2.5,6
20220226,8,PM2.5,7
20220226,9,PM2.5,6
20220226,10,PM2.5,6
20220226,11,PM2.5,6
20220226,12,PM2.5,7
20220226,13,PM2.5,9
20220226,14,PM2.5,8
20220226,15,PM2.5,6
20220226,16,PM2.5,5
20220226,17,PM2.5,5
20220226,18,PM2.5,6
20220226,19,PM2.5,10
20220226,20,PM2.5,16
20220226,21,PM2.5,20
20220226,22,PM2.5,12
20220226,23,PM2.5,7
20220227,0,PM2.5,6
20220227,1,PM2.5,7
20220227,2,PM2.5,6
20220227,3,PM2.5,7
20220227,4,PM2.5,8
20220227,5,PM2.5,7
20220227,6,PM2.5,6
20220227,7,PM2.5,8
20220227,8,PM2.5,10
20220227,9,PM2.5,19
20220227,10,PM2.5,20
20220227,11,PM2.5,21
20220227,12,PM2.5,22
20220227,13,PM2.5,22
20220227,14,PM2.5,19
20220227,15,PM2.5,17
20220227,16,PM2.5,19
20220227,17,PM2.5,21
20220227,18,PM2.5,28
20220227,19,PM2.5,35
20220227,20,PM2.5,53
20220227,21,PM2.5,38
20220227,22,PM2.5,33
20220227,23,PM2.5,40
20220228,0,PM2.5,42
20220228,1,PM2.5,39
20220228,2,PM2.5,41
20220228,3,PM2.5,42
20220228,4,PM2.5,43
20220228,5,PM2.5,48
20220228,6,PM2.5,69
20220228,7,PM2.5,62
20220228,8,PM2.5,57
20220228,9,PM2.5,60
20220228,10,PM2.5,69
20220228,11,PM2.5,74
20220228,12,PM2.5,78
20220228,13,PM2.5,80
20220228,14,PM2.5,83
20220228,15,PM2.5,83
20220228,16,PM2.5,84
20220228,17,PM2.5,82
20220228,18,PM2.5,16
20220228,19,PM2.5,8
20220228,20,PM2.5,13
20220228,22,PM2.5,8
20220228,23,PM2.5,7
20220301,0,PM2.5,6
20220301,1,PM2.5,5
20220301,2,PM2.5,5
20220301,3,PM2.5,4
20220301,4,PM2.5,4
20220301,5,PM2.5,5
20220301,6,PM2.5,4
20220301,7,PM2.5,5
20220301,8,PM2.5,6
20220301,9,PM2.5,7
20220301,10,PM2.5,8
20220301,11,PM2.5,8
20220301,12,PM2.5,9
20220301,13,PM2.5,8
20220301,14,PM2.5,7
20220301,15,PM2.5,6
20220301,16,PM2.5,7
20220301,17,PM2.5,10
20220301,18,PM2.5,11
20220301,19,PM2.5,12
20220301,20,PM2.5,18
20220301,21,PM2.5,20
20220301,22,PM2.5,22
20220301,23,PM2.5,16
20220302,0,PM2.5,13
20220302,1,PM2.5,18
20220302,2,PM2.5,17
20220302,3,PM2.5,16
20220302,4,PM2.5,14
20220302,5,PM2.5,13
20220302,6,PM2.5,15
20220302,7,PM2.5,16
20220302,8,PM2.5,18
20220302,9,PM2.5,19
20220302,10,PM2.5,20
20220302,11,PM2.5,21
20220302,12,PM2.5,21
20220302,13,PM2.5,20
20220302,14,PM2.5,17
20220302,15,PM2.5,15
20220302,16,PM2.5,11
20220302,17,PM2.5,9
20220302,18,PM2.5,9
20220302,19,PM2.5,10
20220302,20,PM2.5,11
20220302,21,PM2.5,9
20220302,22,PM2.5,12
20220302,23,PM2.5,9
20220303,0,PM2.5,10
20220303,1,PM2.5,8
20220303,2,PM2.5,7
20220303,3,PM2.5,7
20220303,4,PM2.5,9
20220303,5,PM2.5,17
20220303,6,PM2.5,19
20220303,7,PM2.5,19
20220303,8,PM2.5,21
20220303,9,PM2.5,22
20220303,10,PM2.5,22
20220303,11,PM2.5,22
20220303,12,PM2.5,23
20220303,13,PM2.5,23
20220303,14,PM2.5,24
20220303,15,PM2.5,26
20220303,16,PM2.5,27
20220303,17,PM2.5,30
20220303,18,PM2.5,33
20220303,19,PM2.5,39
20220303,20,PM2.5,45
20220303,21,PM2.5,37
20220303,22,PM2.5,34
20220303,23,PM2.5,35
20220304,0,PM2.5,38
20220304,1,PM2.5,39
20220304,2,PM2.5,37
20220304,3,PM2.5,37
20220304,4,PM2.5,39
20220304,5,PM2.5,41
20220304,6,PM2.5,40
20220304,7,PM2.5,43
20220304,8,PM2.5,43
20220304,9,PM2.5,22
20220304,10,PM2.5,20
20220304,11,PM2.5,23
20220304,12,PM2.5,18
20220304,13,PM2.5,13
20220304,14,PM2.5,7
20220304,15,PM2.5,6
20220304,16,PM2.5,5
20220304,17,PM2.5,6
20220304,18,PM2.5,7
20220304,19,PM2.5,8
20220304,20,PM2.5,9
20220304,21,PM2.5,8
20220304,22,PM2.5,7
20220304,23,PM2.5,5
20220305,0,PM2.5,5
20220305,1,PM2.5,6
20220305,2,PM2.5,5
20220305,3,PM2.5,5
20220305,4,PM2.5,5
20220305,5,PM2.5,6
20220305,6,PM2.5,7
20220305,7,PM2.5,12
20220305,8,PM2.5,7
20220305,9,PM2.5,17
20220305,10,PM2.5,12
20220305,11,PM2.5,9
20220305,12,PM2.5,10
20220305,13,PM2.5,11
20220305,14,PM2.5,10
20220305,15,PM2.5,6
20220305,16,PM2.5,6
20220305,17,PM2.5,12
20220305,18,PM2.5,11
20220305,19,PM2.5,12
20220305,20,PM2.5,18
20220305,21,PM2.5,15
20220305,22,PM2.5,17
20220305,23,PM2.5,14
20220306,0,PM2.5,12
20220306,1,PM2.5,9
20220306,2,PM2.5,8
20220306,3,PM2.5,6
20220306,4,PM2.5,7
20220306,5,PM2.5,6
20220306,6,PM2.5,7
20220306,7,PM2.5,9
20220306,8,PM2.5,10
20220306,9,PM2.5,21
20220306,10,PM2.5,19
20220306,11,PM2.5,26
20220306,12,PM2.5,25
20220306,13,PM2.5,26
20220306,14,PM2.5,27
20220306,15,PM2.5,24
20220306,16,PM2.5,23
20220306,17,PM2.5,28
20220306,18,PM2.5,30
20220306,19,PM2.5,34
20220306,20,PM2.5,42
20220306,21,PM2.5,31
20220306,22,PM2.5,25
20220306,23,PM2.5,26
20220307,0,PM2.5,26
20220307,1,PM2.5,29
20220307,2,PM2.5,32
20220307,3,PM2.5,33
20220307,4,PM2.5,31
20220307,5,PM2.5,43
20220307,6,PM2.5,34
20220307,7,PM2.5,28
20220307,8,PM2.5,21
20220307,9,PM2.5,14
20220307,10,PM2.5,10
20220307,11,PM2.5,8
20220307,12,PM2.5,8
20220307,13,PM2.5,7
20220307,14,PM2.5,6
20220307,15,PM2.5,6
20220307,16,PM2.5,5
20220307,17,PM2.5,6
20220307,18,PM2.5,16
20220307,19,PM2.5,25
20220307,20,PM2.5,32
20220307,21,PM2.5,40
20220307,22,PM2.5,32
20220307,23,PM2.5,30
20220308,0,PM2.5,29
20220308,1,PM2.5,29
20220308,2,PM2.5,38
20220308,3,PM2.5,41
20220308,4,PM2.5,36
20220308,5,PM2.5,33
20220308,6,PM2.5,35
20220308,7,PM2.5,34
20220308,8,PM2.5,36
20220308,9,PM2.5,41
20220308,10,PM2.5,44
20220308,11,PM2.5,47
20220308,12,PM2.5,53
20220308,13,PM2.5,57
20220308,14,PM2.5,60
20220308,15,PM2.5,62
20220308,16,PM2.5,64
20220308,17,PM2.5,64
20220308,18,PM2.5,65
20220308,19,PM2.5,73
20220308,20,PM2.5,81
20220308,21,PM2.5,71
20220308,22,PM2.5,71
20220308,23,PM2.5,74
20220309,0,PM2.5,67
20220309,1,PM2.5,63
20220309,2,PM2.5,67
20220309,3,PM2.5,67
20220309,4,PM2.5,67
20220309,5,PM2.5,67
20220309,6,PM2.5,68
20220309,7,PM2.5,70
20220309,8,PM2.5,75
20220309,9,PM2.5,85
20220309,10,PM2.5,88
20220309,11,PM2.5,112
20220309,12,PM2.5,117
20220309,13,PM2.5,109
20220309,14,PM2.5,105
20220309,15,PM2.5,115
20220309,16,PM2.5,120
20220309,17,PM2.5,129
20220309,18,PM2.5,138
20220309,19,PM2.5,145
20220309,20,PM2.5,150
20220309,21,PM2.5,145
20220309,22,PM2.5,142
20220309,23,PM2.5,137
20220310,0,PM2.5,138
20220310,1,PM2.5,137
20220310,2,PM2.5,143
20220310,3,PM2.5,147
20220310,4,PM2.5,149
20220310,5,PM2.5,150
20220310,6,PM2.5,150
20220310,7,PM2.5,154
20220310,8,PM2.5,157
20220310,9,PM2.5,160
20220310,10,PM2.5,169
20220310,11,PM2.5,172
20220310,12,PM2.5,170
20220310,13,PM2.5,173
20220310,14,PM2.5,171
20220310,15,PM2.5,166
20220310,16,PM2.5,167
20220310,17,PM2.5,161
20220310,18,PM2.5,161
20220310,19,PM2.5,165
20220310,20,PM2.5,166
20220310,21,PM2.5,158
20220310,22,PM2.5,158
20220310,23,PM2.5,158
20220311,0,PM2.5,157
20220311,1,PM2.5,157
20220311,2,PM2.5,156
20220311,3,PM2.5,156
20220311,4,PM2.5,155
20220311,5,PM2.5,157
20220311,6,PM2.5,161
20220311,7,PM2.5,155
20220311,8,PM2.5,147
20220311,9,PM2.5,138
20220311,10,PM2.5,148
20220311,11,PM2.5,148
20220311,12,PM2.5,154
20220311,13,PM2.5,105
20220311,14,PM2.5,75
20220311,15,PM2.5,58
20220311,16,PM2.5,33
20220311,17,PM2.5,34
20220311,18,PM2.5,35
20220311,19,PM2.5,40
20220311,20,PM2.5,43
20220311,21,PM2.5,42
20220311,22,PM2.5,33
20220311,23,PM2.5,34
20220312,0,PM2.5,27
20220312,1,PM2.5,31
20220312,2,PM2.5,29
20220312,3,PM2.5,27
20220312,4,PM2.5,25
20220312,5,PM2.5,25
20220312,6,PM2.5,27
20220312,7,PM2.5,34
20220312,8,PM2.5,28
20220312,9,PM2.5,24
20220312,10,PM2.5,23
20220312,11,PM2.5,25
20220312,12,PM2.5,30
20220312,13,PM2.5,29
20220312,14,PM2.5,33
20220312,15,PM2.5,37
20220312,16,PM2.5,42
20220312,17,PM2.5,45
20220312,18,PM2.5,47
20220312,19,PM2.5,51
20220312,20,PM2.5,53
20220312,21,PM2.5,56
20220312,22,PM2.5,59
20220312,23,PM2.5,55
20220313,0,PM2.5,55
20220313,1,PM2.5,56
20220313,2,PM2.5,58
20220313,3,PM2.5,60
20220313,4,PM2.5,61
20220313,5,PM2.5,59
20220313,6,PM2.5,56
20220313,7,PM2.5,49
20220313,8,PM2.5,40
20220313,9,PM2.5,56
20220313,10,PM2.5,61
20220313,11,PM2.5,54
20220313,12,PM2.5,63
20220313,13,PM2.5,83
20220313,14,PM2.5,89
20220313,15,PM2.5,81
20220313,16,PM2.5,67
20220313,17,PM2.5,54
20220313,18,PM2.5,41
20220313,19,PM2.5,49
20220313,20,PM2.5,50
20220313,21,PM2.5,64
20220313,22,PM2.5,41
20220313,23,PM2.5,32
20220314,0,PM2.5,39
20220314,1,PM2.5,49
20220314,2,PM2.5,50
20220314,3,PM2.5,50
20220314,4,PM2.5,50
20220314,5,PM2.5,46
20220314,6,PM2.5,42
20220314,7,PM2.5,42
20220314,8,PM2.5,49
20220314,9,PM2.5,48
20220314,10,PM2.5,22
20220314,11,PM2.5,5
20220314,12,PM2.5,4
20220314,13,PM2.5,4
20220314,14,PM2.5,3
20220314,15,PM2.5,3
20220314,16,PM2.5,4
20220314,17,PM2.5,18
20220314,18,PM2.5,34
20220314,19,PM2.5,44
20220314,20,PM2.5,42
20220314,21,PM2.5,40
20220314,22,PM2.5,41
20220314,23,PM2.5,40
20220315,0,PM2.5,57
20220315,1,PM2.5,78
20220315,2,PM2.5,60
20220315,3,PM2.5,49
20220315,4,PM2.5,35
20220315,5,PM2.5,31
20220315,6,PM2.5,29
20220315,7,PM2.5,27
20220315,8,PM2.5,28
20220315,9,PM2.5,35
20220315,10,PM2.5,42
20220315,11,PM2.5,43
20220315,12,PM2.5,45
20220315,13,PM2.5,46
20220315,14,PM2.5,46
20220315,15,PM2.5,46
20220315,16,PM2.5,45
20220315,17,PM2.5,46
20220315,18,PM2.5,47
20220315,19,PM2.5,49
20220315,20,PM2.5,51
20220315,21,PM2.5,53
20220315,22,PM2.5,51
20220315,23,PM2.5,50
20220316,0,PM2.5,52
20220316,1,PM2.5,55
20220316,2,PM2.5,56
20220316,3,PM2.5,50
20220316,4,PM2.5,48
20220316,5,PM2.5,55
20220316,6,PM2.5,80
20220316,7,PM2.5,64
20220316,8,PM2.5,40
20220316,9,PM2.5,34
20220316,10,PM2.5,35
20220316,11,PM2.5,38
20220316,12,PM2.5,43
20220316,13,PM2.5,46
20220316,14,PM2.5,50
20220316,15,PM2.5,49
20220316,16,PM2.5,46
20220316,17,PM2.5,49
20220316,18,PM2.5,54
20220316,19,PM2.5,55
20220316,21,PM2.5,59
20220316,22,PM2.5,40
20220316,23,PM2.5,28
20220317,0,PM2.5,18
20220317,1,PM2.5,15
20220317,2,PM2.5,15
20220317,3,PM2.5,14
20220317,4,PM2.5,10
20220317,5,PM2.5,10
20220317,6,PM2.5,10
20220317,7,PM2.5,10
20220317,8,PM2.5,11
20220317,9,PM2.5,12
20220317,10,PM2.5,12
20220317,11,PM2.5,13
20220317,12,PM2.5,12
20220317,13,PM2.5,16
20220317,14,PM2.5,20
20220317,15,PM2.5,19
20220317,16,PM2.5,23
20220317,17,PM2.5,25
20220317,18,PM2.5,30
20220317,19,PM2.5,32
20220317,20,PM2.5,31
20220317,21,PM2.5,30
20220317,22,PM2.5,34
20220317,23,PM2.5,34
20220318,0,PM2.5,34
20220318,1,PM2.5,35
20220318,2,PM2.5,38
20220318,3,PM2.5,42
20220318,4,PM2.5,44
20220318,5,PM2.5,43
20220318,6,PM2.5,45
20220318,7,PM2.5,47
20220318,8,PM2.5,47
20220318,9,PM2.5,49
20220318,10,PM2.5,49
20220318,11,PM2.5,46
20220318,12,PM2.5,50
20220318,13,PM2.5,57
20220318,14,PM2.5,55
20220318,15,PM2.5,48
20220318,16,PM2.5,41
20220318,17,PM2.5,47
20220318,18,PM2.5,43
20220318,19,PM2.5,46
20220318,20,PM2.5,46
20220318,21,PM2.5,48
20220318,22,PM2.5,51
20220318,23,PM2.5,48
20220319,0,PM2.5,45
20220319,1,PM2.5,44
20220319,2,PM2.5,42
20220319,3,PM2.5,39
20220319,4,PM2.5,39
20220319,5,PM2.5,32
20220319,6,PM2.5,44
20220319,7,PM2.5,51
20220319,8,PM2.5,39
20220319,9,PM2.5,22
20220319,10,PM2.5,31
20220319,11,PM2.5,13
20220319,12,PM2.5,8
20220319,13,PM2.5,9
20220319,14,PM2.5,7
20220319,15,PM2.5,7
20220319,16,PM2.5,8
20220319,17,PM2.5,8
20220319,18,PM2.5,9
20220319,19,PM2.5,12
20220319,20,PM2.5,16
20220319,21,PM2.5,17
20220319,22,PM2.5,19
20220319,23,PM2.5,22
20220320,0,PM2.5,24
20220320,1,PM2.5,25
20220320,2,PM2.5,28
20220320,3,PM2.5,23
20220320,4,PM2.5,23
20220320,5,PM2.5,26
20220320,6,PM2.5,29
20220320,7,PM2.5,34
20220320,8,PM2.5,34
20220320,9,PM2.5,36
20220320,10,PM2.5,38
20220320,11,PM2.5,46
20220320,12,PM2.5,50
20220320,13,PM2.5,55
20220320,14,PM2.5,51
20220320,15,PM2.5,39
20220320,16,PM2.5,25
20220320,17,PM2.5,5
20220320,18,PM2.5,4
20220320,19,PM2.5,6
20220320,20,PM2.5,8
20220320,21,PM2.5,5
20220320,22,PM2.5,6
20220320,23,PM2.5,6
20220321,0,PM2.5,6
20220321,1,PM2.5,7
20220321,2,PM2.5,6
20220321,3,PM2.5,6
20220321,4,PM2.5,6
20220321,5,PM2.5,7
20220321,6,PM2.5,7
20220321,7,PM2.5,7
20220321,8,PM2.5,8
20220321,9,PM2.5,8
20220321,10,PM2.5,8
20220321,11,PM2.5,7
20220321,12,PM2.5,8
20220321,13,PM2.5,6
20220321,14,PM2.5,7
20220321,15,PM2.5,7
20220321,16,PM2.5,5
20220321,17,PM2.5,4
20220321,18,PM2.5,4
20220321,19,PM2.5,5
20220321,20,PM2.5,5
20220321,21,PM2.5,5
20220321,22,PM2.5,6
20220321,23,PM2.5,6
20220322,0,PM2.5,7
20220322,1,PM2.5,7
20220322,2,PM2.5,8
20220322,3,PM2.5,6
20220322,4,PM2.5,6
20220322,5,PM2.5,8
20220322,6,PM2.5,9
20220322,7,PM2.5,11
20220322,8,PM2.5,11
20220322,9,PM2.5,12
20220322,10,PM2.5,13
20220322,11,PM2.5,13
20220322,12,PM2.5,12
20220322,13,PM2.5,13
20220322,14,PM2.5,11
20220322,15,PM2.5,10
20220322,16,PM2.5,13
20220322,17,PM2.5,17
20220322,18,PM2.5,20
20220322,19,PM2.5,23
20220322,20,PM2.5,24
20220322,21,PM2.5,23
20220322,22,PM2.5,25
20220322,23,PM2.5,31
20220323,0,PM2.5,26
20220323,1,PM2.5,24
20220323,2,PM2.5,25
20220323,3,PM2.5,26
20220323,4,PM2.5,28
20220323,5,PM2.5,30
20220323,6,PM2.5,29
20220323,7,PM2.5,30
20220323,8,PM2.5,36
20220323,9,PM2.5,41
20220323,10,PM2.5,41
20220323,11,PM2.5,44
20220323,12,PM2.5,48
20220323,13,PM2.5,51
20220323,14,PM2.5,53
20220323,15,PM2.5,53
20220323,16,PM2.5,55
20220323,17,PM2.5,60
20220323,18,PM2.5,65
20220323,19,PM2.5,69
20220323,20,PM2.5,72
20220323,21,PM2.5,70
20220323,22,PM2.5,70
20220323,23,PM2.5,70
20220324,0,PM2.5,71
20220324,1,PM2.5,71
20220324,2,PM2.5,74
20220324,3,PM2.5,76
20220324,4,PM2.5,75
20220324,5,PM2.5,76
20220324,6,PM2.5,80
20220324,7,PM2.5,78
20220324,8,PM2.5,80
20220324,9,PM2.5,83
20220324,10,PM2.5,86
20220324,11,PM2.5,97
20220324,12,PM2.5,106
20220324,13,PM2.5,109
20220324,14,PM2.5,113
20220324,15,PM2.5,114
20220324,16,PM2.5,112
20220324,17,PM2.5,116
20220324,18,PM2.5,122
20220324,19,PM2.5,123
20220324,20,PM2.5,124
20220324,21,PM2.5,126
20220324,22,PM2.5,126
20220324,23,PM2.5,129
20220325,0,PM2.5,132
20220325,1,PM2.5,132
20220325,2,PM2.5,128
20220325,3,PM2.5,116
20220325,4,PM2.5,126
20220325,5,PM2.5,124
20220325,6,PM2.5,116
20220325,7,PM2.5,100
20220325,8,PM2.5,61
