date,hour,type,1010A
20220325,9,PM2.5,39
20220325,10,PM2.5,32
20220325,11,PM2.5,27
20220325,12,PM2.5,20
20220325,13,PM2.5,14
20220325,14,PM2.5,16
20220325,15,PM2.5,24
20220325,16,PM2.5,23
20220325,17,PM2.5,22
20220325,18,PM2.5,22
20220325,19,PM2.5,19
20220325,20,PM2.5,24
20220325,21,PM2.5,18
20220325,22,PM2.5,16
20220325,23,PM2.5,19
20220326,0,PM2.5,15
20220326,1,PM2.5,19
20220326,2,PM2.5,17
20220326,3,PM2.5,17
20220326,4,PM2.5,17
20220326,5,PM2.5,17
20220326,6,PM2.5,13
20220326,7,PM2.5,14
20220326,8,PM2.5,16
20220326,9,PM2.5,16
20220326,10,PM2.5,18
20220326,11,PM2.5,21
20220326,12,PM2.5,29
20220326,13,PM2.5,24
20220326,14,PM2.5,23
20220326,15,PM2.5,18
20220326,16,PM2.5,15
20220326,17,PM2.5,19
20220326,18,PM2.5,17
20220326,19,PM2.5,17
20220326,20,PM2.5,17
20220326,21,PM2.5,8
20220326,22,PM2.5,6
20220326,23,PM2.5,5
20220327,0,PM2.5,4
20220327,1,PM2.5,4
20220327,2,PM2.5,4
20220327,3,PM2.5,5
20220327,4,PM2.5,5
20220327,5,PM2.5,5
20220327,6,PM2.5,6
20220327,7,PM2.5,6
20220327,8,PM2.5,6
20220327,9,PM2.5,8
20220327,10,PM2.5,8
20220327,11,PM2.5,7
20220327,12,PM2.5,8
20220327,13,PM2.5,7
20220327,14,PM2.5,7
20220327,15,PM2.5,7
20220327,16,PM2.5,7
20220327,17,PM2.5,7
20220327,18,PM2.5,10
20220327,19,PM2.5,15
20220327,20,PM2.5,11
20220327,21,PM2.5,11
20220327,22,PM2.5,16
20220327,23,PM2.5,16
20220328,0,PM2.5,15
20220328,1,PM2.5,12
20220328,2,PM2.5,12
20220328,3,PM2.5,14
20220328,4,PM2.5,14
20220328,5,PM2.5,16
20220328,6,PM2.5,14
20220328,7,PM2.5,17
20220328,8,PM2.5,21
20220328,9,PM2.5,25
20220328,10,PM2.5,28
20220328,11,PM2.5,30
20220328,12,PM2.5,30
20220328,13,PM2.5,27
20220328,14,PM2.5,31
20220328,15,PM2.5,37
20220328,16,PM2.5,39
20220328,17,PM2.5,39
20220328,18,PM2.5,41
20220328,19,PM2.5,42
20220328,20,PM2.5,44
20220328,21,PM2.5,49
20220328,22,PM2.5,50
20220328,23,PM2.5,48
20220329,0,PM2.5,47
20220329,1,PM2.5,45
20220329,2,PM2.5,43
20220329,3,PM2.5,42
20220329,4,PM2.5,39
20220329,5,PM2.5,39
20220329,6,PM2.5,42
20220329,7,PM2.5,46
20220329,8,PM2.5,48
20220329,9,PM2.5,50
20220329,10,PM2.5,52
20220329,11,PM2.5,53
20220329,12,PM2.5,54
20220329,13,PM2.5,53
20220329,14,PM2.5,55
20220329,15,PM2.5,56
20220329,16,PM2.5,56
20220329,17,PM2.5,55
20220329,18,PM2.5,58
20220329,19,PM2.5,59
20220329,20,PM2.5,61
20220329,21,PM2.5,62
20220329,22,PM2.5,63
20220329,23,PM2.5,65
20220330,0,PM2.5,65
20220330,1,PM2.5,66
20220330,2,PM2.5,68
20220330,3,PM2.5,69
20220330,4,PM2.5,69
20220330,5,PM2.5,75
20220330,6,PM2.5,62
20220330,7,PM2.5,18
20220330,8,PM2.5,13
20220330,9,PM2.5,13
20220330,10,PM2.5,14
20220330,11,PM2.5,9
20220330,12,PM2.5,10
20220330,13,PM2.5,11
20220330,14,PM2.5,12
20220330,15,PM2.5,13
20220330,16,PM2.5,15
20220330,17,PM2.5,14
20220330,18,PM2.5,16
20220330,19,PM2.5,19
20220330,20,PM2.5,19
20220330,21,PM2.5,20
20220330,22,PM2.5,24
20220330,23,PM2.5,19
20220331,0,PM2.5,12
20220331,1,PM2.5,14
20220331,2,PM2.5,18
20220331,3,PM2.5,15
20220331,4,PM2.5,20
20220331,5,PM2.5,19
20220331,6,PM2.5,19
20220331,7,PM2.5,22
20220331,8,PM2.5,24
20220331,9,PM2.5,11
20220331,10,PM2.5,4
20220331,11,PM2.5,3
20220331,12,PM2.5,3
20220331,13,PM2.5,3
20220331,14,PM2.5,3
20220331,15,PM2.5,3
20220331,16,PM2.5,3
20220331,17,PM2.5,3
20220331,18,PM2.5,3
20220331,19,PM2.5,3
20220331,20,PM2.5,4
20220331,21,PM2.5,6
20220331,22,PM2.5,5
20220331,23,PM2.5,5
20220401,0,PM2.5,4
20220401,1,PM2.5,4
20220401,2,PM2.5,5
20220401,3,PM2.5,4
20220401,4,PM2.5,7
20220401,5,PM2.5,5
20220401,6,PM2.5,4
20220401,7,PM2.5,5
20220401,8,PM2.5,7
20220401,9,PM2.5,9
20220401,10,PM2.5,8
20220401,11,PM2.5,6
20220401,12,PM2.5,7
20220401,13,PM2.5,8
20220401,14,PM2.5,10
20220401,15,PM2.5,10
20220401,16,PM2.5,11
20220401,17,PM2.5,12
20220401,18,PM2.5,14
20220401,19,PM2.5,18
20220401,20,PM2.5,27
20220401,21,PM2.5,25
20220401,22,PM2.5,23
20220401,23,PM2.5,21
20220402,0,PM2.5,21
20220402,1,PM2.5,23
20220402,2,PM2.5,22
20220402,3,PM2.5,22
20220402,4,PM2.5,15
20220402,5,PM2.5,10
20220402,6,PM2.5,10
20220402,7,PM2.5,11
20220402,8,PM2.5,8
20220402,9,PM2.5,7
20220402,10,PM2.5,6
20220402,11,PM2.5,5
20220402,12,PM2.5,5
20220402,13,PM2.5,5
20220402,14,PM2.5,5
20220402,15,PM2.5,5
20220402,16,PM2.5,5
20220402,17,PM2.5,5
20220402,18,PM2.5,7
20220402,19,PM2.5,10
20220402,20,PM2.5,12
20220402,21,PM2.5,13
20220402,22,PM2.5,10
20220402,23,PM2.5,19
20220403,0,PM2.5,9
20220403,1,PM2.5,6
20220403,2,PM2.5,5
20220403,3,PM2.5,6
20220403,4,PM2.5,6
20220403,5,PM2.5,8
20220403,6,PM2.5,10
20220403,7,PM2.5,9
20220403,8,PM2.5,9
20220403,9,PM2.5,14
20220403,10,PM2.5,17
20220403,11,PM2.5,17
20220403,12,PM2.5,22
20220403,13,PM2.5,24
20220403,14,PM2.5,21
20220403,15,PM2.5,19
20220403,16,PM2.5,19
20220403,17,PM2.5,20
20220403,18,PM2.5,24
20220403,19,PM2.5,28
20220403,20,PM2.5,36
20220403,21,PM2.5,38
20220403,22,PM2.5,41
20220403,23,PM2.5,42
20220404,0,PM2.5,40
20220404,1,PM2.5,39
20220404,2,PM2.5,37
20220404,3,PM2.5,40
20220404,4,PM2.5,39
20220404,5,PM2.5,40
20220404,6,PM2.5,41
20220404,7,PM2.5,45
20220404,8,PM2.5,52
20220404,9,PM2.5,65
20220404,10,PM2.5,75
20220404,11,PM2.5,79
20220404,12,PM2.5,79
20220404,13,PM2.5,80
20220404,14,PM2.5,87
20220404,15,PM2.5,86
20220404,16,PM2.5,83
20220404,17,PM2.5,82
20220404,18,PM2.5,83
20220404,19,PM2.5,85
20220404,20,PM2.5,87
20220404,21,PM2.5,90
20220404,22,PM2.5,89
20220404,23,PM2.5,86
20220405,0,PM2.5,84
20220405,1,PM2.5,85
20220405,2,PM2.5,88
20220405,3,PM2.5,88
20220405,4,PM2.5,88
20220405,5,PM2.5,91
20220405,6,PM2.5,94
20220405,7,PM2.5,96
20220405,8,PM2.5,69
20220405,9,PM2.5,39
20220405,10,PM2.5,21
20220405,11,PM2.5,15
20220405,12,PM2.5,13
20220405,13,PM2.5,11
20220405,14,PM2.5,12
20220405,15,PM2.5,12
20220405,16,PM2.5,7
20220405,17,PM2.5,6
20220405,18,PM2.5,5
20220405,19,PM2.5,6
20220405,20,PM2.5,7
20220405,21,PM2.5,16
20220405,22,PM2.5,36
20220405,23,PM2.5,31
20220406,0,PM2.5,28
20220406,1,PM2.5,17
20220406,2,PM2.5,11
20220406,3,PM2.5,9
20220406,4,PM2.5,9
20220406,5,PM2.5,10
20220406,6,PM2.5,9
20220406,7,PM2.5,9
20220406,8,PM2.5,9
20220406,9,PM2.5,11
20220406,10,PM2.5,11
20220406,11,PM2.5,12
20220406,12,PM2.5,11
20220406,13,PM2.5,10
20220406,14,PM2.5,10
20220406,15,PM2.5,11
20220406,16,PM2.5,12
20220406,17,PM2.5,13
20220406,18,PM2.5,14
20220406,19,PM2.5,16
20220406,20,PM2.5,16
20220406,21,PM2.5,15
20220406,22,PM2.5,15
20220406,23,PM2.5,15
20220407,0,PM2.5,15
20220407,1,PM2.5,14
20220407,2,PM2.5,15
20220407,3,PM2.5,15
20220407,4,PM2.5,14
20220407,5,PM2.5,15
20220407,6,PM2.5,15
20220407,7,PM2.5,16
20220407,8,PM2.5,17
20220407,9,PM2.5,19
20220407,10,PM2.5,22
20220407,11,PM2.5,23
20220407,12,PM2.5,24
20220407,13,PM2.5,25
20220407,14,PM2.5,28
20220407,15,PM2.5,30
20220407,16,PM2.5,33
20220407,17,PM2.5,34
20220407,18,PM2.5,33
20220407,19,PM2.5,34
20220407,20,PM2.5,46
20220407,21,PM2.5,54
20220407,22,PM2.5,42
20220407,23,PM2.5,42
20220408,0,PM2.5,61
20220408,1,PM2.5,81
20220408,2,PM2.5,86
20220408,3,PM2.5,82
20220408,4,PM2.5,85
20220408,5,PM2.5,89
20220408,6,PM2.5,89
20220408,7,PM2.5,92
20220408,8,PM2.5,99
20220408,9,PM2.5,113
20220408,10,PM2.5,121
20220408,11,PM2.5,133
20220408,12,PM2.5,148
20220408,13,PM2.5,156
20220408,14,PM2.5,160
20220408,15,PM2.5,170
20220408,16,PM2.5,179
20220408,17,PM2.5,162
20220408,18,PM2.5,155
20220408,19,PM2.5,143
20220408,20,PM2.5,131
20220408,21,PM2.5,125
20220408,22,PM2.5,114
20220408,23,PM2.5,116
20220409,0,PM2.5,113
20220409,1,PM2.5,110
20220409,2,PM2.5,109
20220409,3,PM2.5,111
20220409,4,PM2.5,111
20220409,5,PM2.5,105
20220409,6,PM2.5,101
20220409,7,PM2.5,100
20220409,8,PM2.5,105
20220409,9,PM2.5,93
20220409,10,PM2.5,98
20220409,11,PM2.5,95
20220409,12,PM2.5,90
20220409,13,PM2.5,98
20220409,14,PM2.5,90
20220409,15,PM2.5,76
20220409,16,PM2.5,66
20220409,17,PM2.5,53
20220409,18,PM2.5,51
20220409,19,PM2.5,49
20220409,20,PM2.5,49
20220409,21,PM2.5,48
20220409,22,PM2.5,43
20220409,23,PM2.5,47
20220410,0,PM2.5,55
20220410,1,PM2.5,64
20220410,2,PM2.5,73
20220410,3,PM2.5,76
20220410,4,PM2.5,80
20220410,5,PM2.5,69
20220410,6,PM2.5,64
20220410,7,PM2.5,67
20220410,8,PM2.5,73
20220410,9,PM2.5,82
20220410,10,PM2.5,85
20220410,12,PM2.5,79
20220410,13,PM2.5,86
20220410,14,PM2.5,86
20220410,15,PM2.5,84
20220410,16,PM2.5,83
20220410,17,PM2.5,81
20220410,18,PM2.5,80
20220410,19,PM2.5,81
20220410,20,PM2.5,81
20220410,21,PM2.5,78
20220410,22,PM2.5,83
20220410,23,PM2.5,85
20220411,0,PM2.5,81
20220411,1,PM2.5,80
20220411,2,PM2.5,82
20220411,3,PM2.5,85
20220411,4,PM2.5,80
20220411,5,PM2.5,73
20220411,6,PM2.5,74
20220411,7,PM2.5,71
20220411,8,PM2.5,65
20220411,9,PM2.5,69
20220411,10,PM2.5,66
20220411,11,PM2.5,31
20220411,12,PM2.5,42
20220411,13,PM2.5,46
20220411,14,PM2.5,52
20220411,15,PM2.5,48
20220411,16,PM2.5,27
20220411,17,PM2.5,21
20220411,18,PM2.5,17
20220411,19,PM2.5,9
20220411,20,PM2.5,8
20220411,21,PM2.5,7
20220411,22,PM2.5,7
20220411,23,PM2.5,9
20220412,0,PM2.5,12
20220412,1,PM2.5,13
20220412,2,PM2.5,12
20220412,3,PM2.5,12
20220412,4,PM2.5,10
20220412,5,PM2.5,7
20220412,6,PM2.5,6
20220412,7,PM2.5,5
20220412,8,PM2.5,4
20220412,9,PM2.5,5
20220412,10,PM2.5,6
20220412,11,PM2.5,5
20220412,12,PM2.5,4
20220412,13,PM2.5,3
20220412,14,PM2.5,4
20220412,15,PM2.5,5
20220412,16,PM2.5,5
20220412,17,PM2.5,6
20220412,18,PM2.5,8
20220412,19,PM2.5,12
20220412,20,PM2.5,18
20220412,21,PM2.5,29
20220412,22,PM2.5,44
20220412,23,PM2.5,38
20220413,0,PM2.5,33
20220413,1,PM2.5,30
20220413,2,PM2.5,25
20220413,3,PM2.5,25
20220413,4,PM2.5,37
20220413,5,PM2.5,45
20220413,6,PM2.5,42
20220413,7,PM2.5,41
20220413,8,PM2.5,36
20220413,9,PM2.5,30
20220413,10,PM2.5,24
20220413,11,PM2.5,23
20220413,12,PM2.5,26
20220413,13,PM2.5,28
20220413,14,PM2.5,31
20220413,15,PM2.5,38
20220413,16,PM2.5,33
20220413,17,PM2.5,29
20220413,18,PM2.5,29
20220413,19,PM2.5,29
20220413,20,PM2.5,28
20220413,21,PM2.5,29
20220413,22,PM2.5,25
20220413,23,PM2.5,20
20220414,0,PM2.5,22
20220414,1,PM2.5,25
20220414,2,PM2.5,26
20220414,3,PM2.5,27
20220414,4,PM2.5,30
20220414,5,PM2.5,18
20220414,6,PM2.5,4
20220414,7,PM2.5,6
20220414,8,PM2.5,9
20220414,9,PM2.5,7
20220414,10,PM2.5,7
20220414,11,PM2.5,7
20220414,12,PM2.5,8
20220414,13,PM2.5,8
20220414,14,PM2.5,7
20220414,15,PM2.5,6
20220414,16,PM2.5,8
20220414,17,PM2.5,7
20220414,18,PM2.5,7
20220414,19,PM2.5,7
20220414,20,PM2.5,7
20220414,21,PM2.5,7
20220414,22,PM2.5,11
20220414,23,PM2.5,16
20220415,0,PM2.5,20
20220415,1,PM2.5,22
20220415,2,PM2.5,20
20220415,3,PM2.5,10
20220415,4,PM2.5,7
20220415,5,PM2.5,7
20220415,6,PM2.5,7
20220415,7,PM2.5,7
20220415,8,PM2.5,7
20220415,9,PM2.5,6
20220415,10,PM2.5,6
20220415,11,PM2.5,6
20220415,12,PM2.5,5
20220415,13,PM2.5,4
20220415,14,PM2.5,4
20220415,15,PM2.5,4
20220415,16,PM2.5,4
20220415,17,PM2.5,5
20220415,18,PM2.5,5
20220415,19,PM2.5,6
20220415,20,PM2.5,8
20220415,21,PM2.5,9
20220415,22,PM2.5,8
20220415,23,PM2.5,8
20220416,0,PM2.5,7
20220416,1,PM2.5,7
20220416,2,PM2.5,4
20220416,3,PM2.5,5
20220416,4,PM2.5,6
20220416,5,PM2.5,7
20220416,6,PM2.5,7
20220416,7,PM2.5,8
20220416,8,PM2.5,8
20220416,9,PM2.5,7
20220416,10,PM2.5,6
20220416,11,PM2.5,5
20220416,12,PM2.5,5
20220416,13,PM2.5,6
20220416,14,PM2.5,6
20220416,15,PM2.5,6
20220416,16,PM2.5,7
20220416,17,PM2.5,7
20220416,18,PM2.5,8
20220416,19,PM2.5,11
20220416,20,PM2.5,16
20220416,21,PM2.5,20
20220416,22,PM2.5,14
20220416,23,PM2.5,12
20220417,0,PM2.5,11
20220417,1,PM2.5,11
20220417,2,PM2.5,11
20220417,3,PM2.5,11
20220417,4,PM2.5,17
20220417,5,PM2.5,11
20220417,6,PM2.5,12
20220417,7,PM2.5,11
20220417,8,PM2.5,13
20220417,9,PM2.5,17
20220417,10,PM2.5,20
20220417,11,PM2.5,20
20220417,12,PM2.5,26
20220417,13,PM2.5,25
20220417,14,PM2.5,26
20220417,15,PM2.5,29
20220417,16,PM2.5,28
20220417,17,PM2.5,35
20220417,18,PM2.5,41
20220417,19,PM2.5,49
20220417,20,PM2.5,54
20220417,21,PM2.5,57
20220417,22,PM2.5,50
20220417,23,PM2.5,47
20220418,0,PM2.5,47
20220418,1,PM2.5,47
20220418,2,PM2.5,47
20220418,3,PM2.5,44
20220418,4,PM2.5,46
20220418,5,PM2.5,45
20220418,6,PM2.5,44
20220418,7,PM2.5,47
20220418,8,PM2.5,52
20220418,9,PM2.5,43
20220418,10,PM2.5,19
20220418,11,PM2.5,37
20220418,12,PM2.5,23
20220418,13,PM2.5,19
20220418,14,PM2.5,25
20220418,15,PM2.5,27
20220418,16,PM2.5,29
20220418,17,PM2.5,40
20220418,18,PM2.5,44
20220418,19,PM2.5,47
20220418,20,PM2.5,53
20220418,21,PM2.5,55
20220418,22,PM2.5,55
20220418,23,PM2.5,52
20220419,0,PM2.5,51
20220419,1,PM2.5,53
20220419,2,PM2.5,55
20220419,3,PM2.5,57
20220419,4,PM2.5,58
20220419,5,PM2.5,57
20220419,6,PM2.5,58
20220419,7,PM2.5,53
20220419,8,PM2.5,48
20220419,9,PM2.5,54
20220419,10,PM2.5,48
20220419,11,PM2.5,29
20220419,12,PM2.5,17
20220419,13,PM2.5,8
20220419,14,PM2.5,17
20220419,15,PM2.5,25
20220419,16,PM2.5,19
20220419,17,PM2.5,19
20220419,18,PM2.5,18
20220419,19,PM2.5,16
20220419,20,PM2.5,18
20220419,21,PM2.5,22
20220419,22,PM2.5,22
20220419,23,PM2.5,18
20220420,0,PM2.5,17
20220420,1,PM2.5,18
20220420,2,PM2.5,18
20220420,3,PM2.5,19
20220420,4,PM2.5,19
20220420,5,PM2.5,21
20220420,6,PM2.5,20
20220420,7,PM2.5,20
20220420,8,PM2.5,25
20220420,9,PM2.5,31
20220420,10,PM2.5,45
20220420,11,PM2.5,56
20220420,12,PM2.5,58
20220420,13,PM2.5,60
20220420,14,PM2.5,63
20220420,15,PM2.5,55
20220420,16,PM2.5,47
20220420,17,PM2.5,28
20220420,18,PM2.5,27
20220420,19,PM2.5,23
20220420,20,PM2.5,23
20220420,21,PM2.5,28
20220420,22,PM2.5,27
20220420,23,PM2.5,26
20220421,0,PM2.5,25
20220421,1,PM2.5,32
20220421,2,PM2.5,34
20220421,3,PM2.5,26
20220421,4,PM2.5,26
20220421,5,PM2.5,30
20220421,6,PM2.5,31
20220421,7,PM2.5,34
20220421,8,PM2.5,34
20220421,9,PM2.5,36
20220421,10,PM2.5,39
20220421,11,PM2.5,43
20220421,12,PM2.5,49
20220421,13,PM2.5,53
20220421,14,PM2.5,66
20220421,15,PM2.5,60
20220421,16,PM2.5,60
20220421,17,PM2.5,52
20220421,18,PM2.5,47
20220421,19,PM2.5,39
20220421,20,PM2.5,30
20220421,21,PM2.5,21
20220421,22,PM2.5,20
20220421,23,PM2.5,17
20220422,0,PM2.5,12
20220422,1,PM2.5,12
20220422,2,PM2.5,6
20220422,3,PM2.5,11
20220422,4,PM2.5,8
20220422,5,PM2.5,8
20220422,6,PM2.5,8
20220422,7,PM2.5,16
20220422,8,PM2.5,8
20220422,9,PM2.5,7
20220422,10,PM2.5,8
20220422,11,PM2.5,39
20220422,12,PM2.5,6
20220422,13,PM2.5,7
20220422,14,PM2.5,7
20220422,15,PM2.5,8
20220422,16,PM2.5,8
20220422,17,PM2.5,9
20220422,18,PM2.5,11
20220422,19,PM2.5,34
20220422,20,PM2.5,24
20220422,21,PM2.5,20
20220422,22,PM2.5,17
20220422,23,PM2.5,17
20220423,0,PM2.5,18
20220423,1,PM2.5,21
20220423,2,PM2.5,20
20220423,3,PM2.5,20
20220423,4,PM2.5,21
20220423,5,PM2.5,19
20220423,6,PM2.5,19
20220423,7,PM2.5,22
20220423,8,PM2.5,35
20220423,9,PM2.5,40
20220423,10,PM2.5,41
20220423,11,PM2.5,45
20220423,12,PM2.5,47
20220423,13,PM2.5,49
20220423,14,PM2.5,57
20220423,15,PM2.5,57
20220423,16,PM2.5,57
20220423,17,PM2.5,57
20220423,18,PM2.5,45
20220423,19,PM2.5,40
20220423,20,PM2.5,47
20220423,21,PM2.5,52
20220423,22,PM2.5,47
20220423,23,PM2.5,44
20220424,0,PM2.5,40
20220424,1,PM2.5,34
20220424,2,PM2.5,33
20220424,3,PM2.5,34
20220424,4,PM2.5,39
20220424,5,PM2.5,41
20220424,6,PM2.5,43
20220424,7,PM2.5,38
20220424,8,PM2.5,41
20220424,9,PM2.5,43
20220424,10,PM2.5,44
20220424,11,PM2.5,36
20220424,12,PM2.5,39
20220424,13,PM2.5,46
20220424,14,PM2.5,55
20220424,15,PM2.5,67
20220424,16,PM2.5,76
20220424,17,PM2.5,65
20220424,18,PM2.5,60
20220424,19,PM2.5,58
20220424,20,PM2.5,52
20220424,21,PM2.5,47
20220424,22,PM2.5,39
20220424,23,PM2.5,33
20220425,0,PM2.5,32
20220425,1,PM2.5,38
20220425,2,PM2.5,33
20220425,3,PM2.5,29
20220425,4,PM2.5,30
20220425,5,PM2.5,31
20220425,6,PM2.5,33
20220425,7,PM2.5,37
20220425,8,PM2.5,37
20220425,9,PM2.5,58
20220425,10,PM2.5,67
20220425,11,PM2.5,65
20220425,12,PM2.5,61
20220425,13,PM2.5,59
20220425,14,PM2.5,64
20220425,15,PM2.5,63
20220425,16,PM2.5,59
20220425,17,PM2.5,52
20220425,18,PM2.5,57
20220425,19,PM2.5,61
20220425,20,PM2.5,61
20220425,21,PM2.5,59
20220425,22,PM2.5,55
20220425,23,PM2.5,56
20220426,0,PM2.5,58
20220426,1,PM2.5,64
20220426,2,PM2.5,25
20220426,3,PM2.5,12
20220426,4,PM2.5,15
20220426,5,PM2.5,25
20220426,6,PM2.5,36
20220426,7,PM2.5,39
20220426,8,PM2.5,37
20220426,9,PM2.5,27
20220426,10,PM2.5,20
20220426,11,PM2.5,13
20220426,12,PM2.5,10
20220426,13,PM2.5,9
20220426,14,PM2.5,8
20220426,15,PM2.5,7
20220426,16,PM2.5,6
20220426,17,PM2.5,7
20220426,18,PM2.5,8
20220426,19,PM2.5,9
20220426,20,PM2.5,10
20220426,21,PM2.5,10
20220426,22,PM2.5,9
20220426,23,PM2.5,8
20220427,0,PM2.5,6
20220427,1,PM2.5,6
20220427,2,PM2.5,5
20220427,3,PM2.5,5
20220427,4,PM2.5,5
20220427,5,PM2.5,5
20220427,6,PM2.5,6
20220427,7,PM2.5,8
20220427,8,PM2.5,15
20220427,9,PM2.5,7
20220427,10,PM2.5,7
20220427,11,PM2.5,8
20220427,12,PM2.5,9
20220427,13,PM2.5,9
20220427,14,PM2.5,8
20220427,15,PM2.5,12
20220427,16,PM2.5,10
20220427,17,PM2.5,11
20220427,18,PM2.5,12
20220427,19,PM2.5,13
20220427,20,PM2.5,12
20220427,21,PM2.5,12
20220427,22,PM2.5,11
20220427,23,PM2.5,11
20220428,0,PM2.5,10
20220428,1,PM2.5,10
20220428,2,PM2.5,10
20220428,3,PM2.5,8
20220428,4,PM2.5,10
20220428,5,PM2.5,12
20220428,6,PM2.5,12
20220428,7,PM2.5,11
20220428,8,PM2.5,10
20220428,9,PM2.5,12
20220428,10,PM2.5,11
20220428,11,PM2.5,9
20220428,12,PM2.5,10
20220428,13,PM2.5,11
20220428,14,PM2.5,13
20220428,15,PM2.5,12
20220428,16,PM2.5,10
20220428,17,PM2.5,11
20220428,18,PM2.5,15
20220428,19,PM2.5,19
20220428,20,PM2.5,19
20220428,21,PM2.5,19
20220428,22,PM2.5,20
20220428,23,PM2.5,23
20220429,0,PM2.5,25
20220429,1,PM2.5,25
20220429,2,PM2.5,29
20220429,3,PM2.5,33
20220429,4,PM2.5,34
20220429,5,PM2.5,33
20220429,6,PM2.5,32
20220429,7,PM2.5,34
20220429,8,PM2.5,35
20220429,9,PM2.5,35
20220429,10,PM2.5,38
20220429,11,PM2.5,35
20220429,12,PM2.5,36
20220429,13,PM2.5,41
20220429,14,PM2.5,40
20220429,15,PM2.5,41
20220429,16,PM2.5,44
20220429,17,PM2.5,44
20220429,18,PM2.5,48
20220429,19,PM2.5,49
20220429,20,PM2.5,50
20220429,21,PM2.5,51
20220429,22,PM2.5,12
20220429,23,PM2.5,4
20220430,0,PM2.5,3
20220430,1,PM2.5,2
20220430,2,PM2.5,2
20220430,3,PM2.5,2
20220430,4,PM2.5,2
20220430,5,PM2.5,2
20220430,6,PM2.5,2
20220430,7,PM2.5,2
20220430,8,PM2.5,2
20220430,9,PM2.5,2
20220430,10,PM2.5,2
20220430,11,PM2.5,3
20220430,12,PM2.5,4
20220430,13,PM2.5,3
20220430,14,PM2.5,3
20220430,15,PM2.5,3
20220430,16,PM2.5,3
20220430,17,PM2.5,3
20220430,18,PM2.5,3
20220430,19,PM2.5,4
20220430,20,PM2.5,6
20220430,21,PM2.5,7
20220430,22,PM2.5,5
20220430,23,PM2.5,6
20220501,0,PM2.5,9
20220501,1,PM2.5,5
20220501,2,PM2.5,5
20220501,3,PM2.5,5
20220501,4,PM2.5,6
20220501,5,PM2.5,9
20220501,6,PM2.5,6
20220501,7,PM2.5,5
20220501,8,PM2.5,5
20220501,9,PM2.5,5
20220501,10,PM2.5,5
20220501,11,PM2.5,6
20220501,12,PM2.5,7
20220501,13,PM2.5,7
20220501,14,PM2.5,6
20220501,15,PM2.5,6
20220501,16,PM2.5,6
20220501,17,PM2.5,9
20220501,18,PM2.5,9
20220501,19,PM2.5,9
20220501,20,PM2.5,11
20220501,21,PM2.5,15
20220501,22,PM2.5,14
20220501,23,PM2.5,14
20220502,0,PM2.5,15
20220502,1,PM2.5,14
20220502,2,PM2.5,14
20220502,3,PM2.5,15
20220502,4,PM2.5,14
20220502,5,PM2.5,16
20220502,6,PM2.5,15
20220502,7,PM2.5,16
20220502,8,PM2.5,24
20220502,9,PM2.5,44
20220502,10,PM2.5,39
20220502,11,PM2.5,38
20220502,12,PM2.5,37
20220502,13,PM2.5,41
20220502,14,PM2.5,42
20220502,15,PM2.5,31
20220502,16,PM2.5,23
20220502,17,PM2.5,20
20220502,18,PM2.5,16
20220502,19,PM2.5,14
20220502,20,PM2.5,13
20220502,21,PM2.5,25
20220502,22,PM2.5,26
20220502,23,PM2.5,19
20220503,0,PM2.5,19
20220503,1,PM2.5,22
